x y
1102.3849798792714 604.8792709541642
606.3343541661611 810.0553611325504
1495.5672987671803 698.0936204339093
385.62228008345437 394.5909331642359
96.56244569382777 85.32797969052854
1406.7127560879785 302.48493511389523
1196.241369323281 883.2207925276393
490.6095308596305 1008.1580214731582
183.43712169224062 1196.8374780998827
1411.9956639236723 313.89642470464037
1394.7129940902287 302.7376564425881
1390.7292649959509 317.0253605129436
1101.1488752196956 594.781416000942
394.3822413092322 381.53442964444633
1203.6597077415072 908.9951895517578
1411.9314252556019 288.3439035197795
1106.6069494720355 607.3478148221034
100.54459607175113 99.83761477631343
700.6958423393836 1507.3983726532952
687.2070363527326 1494.6583278593862
620.5283278266584 809.8294263619251
500.18749866409206 1009.7451555134816
1422.5098013457437 299.40062747077644
1492.0446642594643 685.9839334148619
1204.385451351789 901.2796099258288
712.003018977094 1519.234475102703
92.88164252697376 104.68194127123662
1202.3258878132044 897.7021484440855
1199.9524830313708 893.2412128579956
398.71444575371413 400.8946119065835
201.2291702661854 1217.2106176860134
405.35999876158945 388.153822348671
111.0611587289031 113.30348621990152
1507.1694857452394 689.1198013857556
409.8775157387312 412.87284227777855
401.706399743793 404.06245855530597
503.3397993173587 997.9462249247878
1106.18795173544 601.2767068599211
1207.1830443335225 895.8550014169338
508.8299923443519 992.2892888728423
214.2299058548523 1200.8084984420116
582.3047018797381 795.090205171783
98.33690906792323 99.79210617168698
1496.4372350250062 704.299511096192
505.1008105070152 1007.8549200440149
710.439270809271 1496.217853775156
94.62277867359361 115.96647796083056
208.16092546003816 1201.335908165597
1415.4144969510946 286.93556801990303
1196.561124492335 878.9513640278715
110.18124978405797 99.44048314198308
1378.951454546198 302.7337407528175
503.0056028163827 1001.7515402071662
710.9617099742813 1475.7392974087659
1094.8387896790348 617.7036783415111
705.0572223855887 1499.7755867703797
402.6380904712418 415.43577369277807
1517.1408071895412 710.1354378669954
1390.4218326099217 306.8650515421284
188.1729213220499 1187.8431971850634
600.4076760734621 811.9511130236903
109.6108942673022 85.04270728344606
707.5001364084627 1493.1028710623225
1079.3559276262924 621.8728806809438
389.64965618920627 399.4132427114522
1486.426396203574 701.9073677538762
1207.435925965 896.9829738684299
1491.1757981559747 692.9247085538377
203.8294624913787 1203.8187460358765
1113.332117404043 625.4305671189693
606.0902874401221 794.5122750689125
504.3879225019514 1013.797027114479
611.0906511435704 811.2973832978333
1090.2630322751704 598.4426004693331
600.6572701114244 796.6005626032212
404.74960697424103 398.2987324555054
1501.6223976749147 692.3045409465233
709.3252374139255 1514.3368981198714
492.3835978283155 994.1199361722145
1189.498933019372 895.4792413062239
507.2173825289903 993.2699951130413
695.1357568832829 1505.4234433143345
102.03622338873863 101.79313792505171
1403.1580921698264 299.38180267141985
501.6770528058422 1008.258386489385
188.01210676462352 1192.9074631535061
688.5279367127165 1479.1231018491408
395.81563722691396 404.7726583207343
209.31693031150618 1191.701354661664
182.22796160152095 1195.222910773019
600.2756939721784 798.3447591359634
1091.1397968566703 604.9946497333899
199.8663378256904 1202.3064070091564
1094.63115559292 588.126034117639
1494.4015617658624 693.7401761052045
1193.988320424426 897.0053146549553
104.78983074804054 106.71383346688206
609.6114781925835 805.016132510574
1499.6137305097336 715.5427871703548
582.292047603453 785.0338778517521
